HITId,HITTypeId,Title,Description,Keywords,Reward,CreationTime,MaxAssignments,RequesterAnnotation,AssignmentDurationInSeconds,AutoApprovalDelayInSeconds,Expiration,NumberOfSimilarHITs,LifetimeInSeconds,AssignmentId,WorkerId,AssignmentStatus,AcceptTime,SubmitTime,AutoApprovalTime,ApprovalTime,RejectionTime,RequesterFeedback,WorkTimeInSeconds,LifetimeApprovalRate,Last30DaysApprovalRate,Last7DaysApprovalRate,Input.image_url,Answer.count,Approve,Reject
3OZ4VAIBEWEAG7IHSNKN8AV1TVYVJR,3GWVV0PYXYH1GQ2VP9RZUNT7XANZMT,How many people are in line?,There are people waiting in line,"image, line, count, people, queue",$0.05 ,Wed Aug 02 21:23:02 PDT 2017,1,BatchId:2894164;OriginalHitTemplateId:920937333;,1800,172800,Wed Aug 09 21:23:02 PDT 2017,,,3BV8HQ2ZZW1HN7Y6NB44S283N52A6F,A3QMAS3KVQTPW0,Submitted,Wed Aug 02 21:28:27 PDT 2017,Wed Aug 02 21:29:45 PDT 2017,Fri Aug 04 21:29:45 PDT 2017,,,,78,0% (0/1),0% (0/1),0% (0/1),https://s3.amazonaws.com/dev.counting-company.com/shakeshack/shakeshack-1501425172.jpg,9,,
34R3P23QHR0R4QNWUXMYIZY0NCXHWJ,3GWVV0PYXYH1GQ2VP9RZUNT7XANZMT,How many people are in line?,There are people waiting in line,"image, line, count, people, queue",$0.05 ,Wed Aug 02 21:23:03 PDT 2017,1,BatchId:2894164;OriginalHitTemplateId:920937333;,1800,172800,Wed Aug 09 21:23:03 PDT 2017,,,3ON104KXQKW0FXXV5S7HDTLGJX04W0,A1FPCIKO68OQ63,Submitted,Wed Aug 02 21:36:43 PDT 2017,Wed Aug 02 21:36:59 PDT 2017,Fri Aug 04 21:36:59 PDT 2017,,,,16,0% (0/0),0% (0/0),0% (0/0),https://s3.amazonaws.com/dev.counting-company.com/shakeshack/shakeshack-1501623341.jpg,9,,
38LRF35D5KVZIERSKCIVWHCTJR4U3Q,3GWVV0PYXYH1GQ2VP9RZUNT7XANZMT,How many people are in line?,There are people waiting in line,"image, line, count, people, queue",$0.05 ,Wed Aug 02 21:23:33 PDT 2017,1,BatchId:2894164;OriginalHitTemplateId:920937333;,1800,172800,Wed Aug 09 21:23:33 PDT 2017,,,3OSWBBLG1EXS4TLE884WIGTT5CZXDZ,A2E6G3YGPG97B6,Submitted,Wed Aug 02 21:44:04 PDT 2017,Wed Aug 02 21:44:17 PDT 2017,Fri Aug 04 21:44:17 PDT 2017,,,,13,0% (0/0),0% (0/0),0% (0/0),https://s3.amazonaws.com/dev.counting-company.com/shakeshack/shakeshack-1501640479.jpg,9,,
3JY0Q5X05I5H782LVM0YBW0BEOUGGK,3GWVV0PYXYH1GQ2VP9RZUNT7XANZMT,How many people are in line?,There are people waiting in line,"image, line, count, people, queue",$0.05 ,Wed Aug 02 21:23:19 PDT 2017,1,BatchId:2894164;OriginalHitTemplateId:920937333;,1800,172800,Wed Aug 09 21:23:19 PDT 2017,,,3AWETUDC92SYHZ1F14TS6YPH5I6ZI3,ATUR98N8W23Q3,Submitted,Wed Aug 02 21:51:47 PDT 2017,Wed Aug 02 21:55:50 PDT 2017,Fri Aug 04 21:55:50 PDT 2017,,,,243,0% (0/0),0% (0/0),0% (0/0),https://s3.amazonaws.com/dev.counting-company.com/shakeshack/shakeshack-1501099786.jpg,9,,
3ACRLU860MDNWDYJ95IWAIO2LVNEBK,3GWVV0PYXYH1GQ2VP9RZUNT7XANZMT,How many people are in line?,There are people waiting in line,"image, line, count, people, queue",$0.05 ,Wed Aug 02 21:23:21 PDT 2017,1,BatchId:2894164;OriginalHitTemplateId:920937333;,1800,172800,Wed Aug 09 21:23:21 PDT 2017,,,3G0WWMR1UVKHH8BFBON7KD9UMDCNQ8,A2MCG5W6LHSRG9,Submitted,Wed Aug 02 21:28:00 PDT 2017,Wed Aug 02 21:29:00 PDT 2017,Fri Aug 04 21:29:00 PDT 2017,,,,60,0% (0/0),0% (0/0),0% (0/0),https://s3.amazonaws.com/dev.counting-company.com/shakeshack/shakeshack-1501712646.jpg,9,,
3D3B8GE891Q85B8CKZKBDOSGB2MP96,3GWVV0PYXYH1GQ2VP9RZUNT7XANZMT,How many people are in line?,There are people waiting in line,"image, line, count, people, queue",$0.05 ,Wed Aug 02 21:23:34 PDT 2017,1,BatchId:2894164;OriginalHitTemplateId:920937333;,1800,172800,Wed Aug 09 21:23:34 PDT 2017,,,30JNVC0OR9KP7CP48QSUFTCY015QH4,AFS04JY1ZARXK,Submitted,Wed Aug 02 21:43:29 PDT 2017,Wed Aug 02 21:43:48 PDT 2017,Fri Aug 04 21:43:48 PDT 2017,,,,19,0% (0/0),0% (0/0),0% (0/0),https://s3.amazonaws.com/dev.counting-company.com/shakeshack/shakeshack-1500927124.jpg,9,,
3IYI9285WRZEHYCH16PIII7C8OJJCH,3GWVV0PYXYH1GQ2VP9RZUNT7XANZMT,How many people are in line?,There are people waiting in line,"image, line, count, people, queue",$0.05 ,Wed Aug 02 21:23:21 PDT 2017,1,BatchId:2894164;OriginalHitTemplateId:920937333;,1800,172800,Wed Aug 09 21:23:21 PDT 2017,,,3MD9PLUKKIEQV0C6YK6KB6LYRGYZNF,A1Q0KGPCD263MD,Submitted,Wed Aug 02 21:35:24 PDT 2017,Wed Aug 02 21:35:33 PDT 2017,Fri Aug 04 21:35:33 PDT 2017,,,,9,0% (0/0),0% (0/0),0% (0/0),https://s3.amazonaws.com/dev.counting-company.com/shakeshack/shakeshack-1501209259.jpg,9,,
39WSF6KUV1K7F7NSDANIG2O1SU6OEY,3GWVV0PYXYH1GQ2VP9RZUNT7XANZMT,How many people are in line?,There are people waiting in line,"image, line, count, people, queue",$0.05 ,Wed Aug 02 21:23:23 PDT 2017,1,BatchId:2894164;OriginalHitTemplateId:920937333;,1800,172800,Wed Aug 09 21:23:23 PDT 2017,,,3EQHHY4HQSSMEUBV4SM9WI56P545G6,A3QMAS3KVQTPW0,Submitted,Wed Aug 02 21:28:54 PDT 2017,Wed Aug 02 21:31:45 PDT 2017,Fri Aug 04 21:31:45 PDT 2017,,,,171,0% (0/1),0% (0/1),0% (0/1),https://s3.amazonaws.com/dev.counting-company.com/shakeshack/shakeshack-1501106101.jpg,9,,
38VTL6WC49CJD2Y18W3DEZGQTB5Y5H,3GWVV0PYXYH1GQ2VP9RZUNT7XANZMT,How many people are in line?,There are people waiting in line,"image, line, count, people, queue",$0.05 ,Wed Aug 02 21:23:06 PDT 2017,1,BatchId:2894164;OriginalHitTemplateId:920937333;,1800,172800,Wed Aug 09 21:23:06 PDT 2017,,,35K3O9HUABDGWD8T499UIRB71K5FEM,A3QMAS3KVQTPW0,Submitted,Wed Aug 02 21:51:31 PDT 2017,Wed Aug 02 21:56:56 PDT 2017,Fri Aug 04 21:56:56 PDT 2017,,,,325,0% (0/1),0% (0/1),0% (0/1),https://s3.amazonaws.com/dev.counting-company.com/shakeshack/shakeshack-1501007744.jpg,9,,
30QQTY5GMJJHJXSFMOLL9YO9OTQ7U8,3GWVV0PYXYH1GQ2VP9RZUNT7XANZMT,How many people are in line?,There are people waiting in line,"image, line, count, people, queue",$0.05 ,Wed Aug 02 21:23:08 PDT 2017,1,BatchId:2894164;OriginalHitTemplateId:920937333;,1800,172800,Wed Aug 09 21:23:08 PDT 2017,,,354P56DE9K34R3Y5NLVNJG254NV7SB,A3QDDIWTGHQSLI,Submitted,Wed Aug 02 21:44:33 PDT 2017,Wed Aug 02 21:44:45 PDT 2017,Fri Aug 04 21:44:45 PDT 2017,,,,12,0% (0/0),0% (0/0),0% (0/0),https://s3.amazonaws.com/dev.counting-company.com/shakeshack/shakeshack-1501451329.jpg,9,,
3P4ZBJFX2U27QUWQZ7YYFEMN7XKWF0,3GWVV0PYXYH1GQ2VP9RZUNT7XANZMT,How many people are in line?,There are people waiting in line,"image, line, count, people, queue",$0.05 ,Wed Aug 02 21:23:36 PDT 2017,1,BatchId:2894164;OriginalHitTemplateId:920937333;,1800,172800,Wed Aug 09 21:23:36 PDT 2017,,,30MVJZJNHMDF6J38FOKT5B2O3U7J9K,ATUR98N8W23Q3,Submitted,Wed Aug 02 21:58:38 PDT 2017,Wed Aug 02 22:05:20 PDT 2017,Fri Aug 04 22:05:20 PDT 2017,,,,402,0% (0/0),0% (0/0),0% (0/0),https://s3.amazonaws.com/dev.counting-company.com/shakeshack/shakeshack-1501341575.jpg,9,,
3INZSNUD8ZPZGE5MFQTGDUBRXJJ9DC,3GWVV0PYXYH1GQ2VP9RZUNT7XANZMT,How many people are in line?,There are people waiting in line,"image, line, count, people, queue",$0.05 ,Wed Aug 02 21:23:25 PDT 2017,1,BatchId:2894164;OriginalHitTemplateId:920937333;,1800,172800,Wed Aug 09 21:23:25 PDT 2017,,,3IO1LGZLK9X34J5RQDKQWB28XH386A,A1FPCIKO68OQ63,Submitted,Wed Aug 02 21:39:02 PDT 2017,Wed Aug 02 21:39:40 PDT 2017,Fri Aug 04 21:39:40 PDT 2017,,,,38,0% (0/0),0% (0/0),0% (0/0),https://s3.amazonaws.com/dev.counting-company.com/shakeshack/shakeshack-1501183092.jpg,9,,
3T6EIBTM9KNFNQCFNMGEJOE5IY4AAQ,3GWVV0PYXYH1GQ2VP9RZUNT7XANZMT,How many people are in line?,There are people waiting in line,"image, line, count, people, queue",$0.05 ,Wed Aug 02 21:23:08 PDT 2017,1,BatchId:2894164;OriginalHitTemplateId:920937333;,1800,172800,Wed Aug 09 21:23:08 PDT 2017,,,3BWI6RSP7G93HKTNMQBIUZYQ3WN7EB,A1Q0KGPCD263MD,Submitted,Wed Aug 02 22:05:29 PDT 2017,Wed Aug 02 22:09:25 PDT 2017,Fri Aug 04 22:09:25 PDT 2017,,,,236,0% (0/0),0% (0/0),0% (0/0),https://s3.amazonaws.com/dev.counting-company.com/shakeshack/shakeshack-1501276627.jpg,9,,
366FYU4PTFOOPG2DFIVP9L7S8PWEK4,3GWVV0PYXYH1GQ2VP9RZUNT7XANZMT,How many people are in line?,There are people waiting in line,"image, line, count, people, queue",$0.05 ,Wed Aug 02 21:23:24 PDT 2017,1,BatchId:2894164;OriginalHitTemplateId:920937333;,1800,172800,Wed Aug 09 21:23:24 PDT 2017,,,3DR23U6WE5EQFIQUZTEJZVQ8SSCETQ,AFS04JY1ZARXK,Submitted,Wed Aug 02 21:40:43 PDT 2017,Wed Aug 02 21:40:57 PDT 2017,Fri Aug 04 21:40:57 PDT 2017,,,,14,0% (0/0),0% (0/0),0% (0/0),https://s3.amazonaws.com/dev.counting-company.com/shakeshack/shakeshack-1500924717.jpg,9,,
3BA7SXOG1IPT3J5HSZIMINXKSESR8B,3GWVV0PYXYH1GQ2VP9RZUNT7XANZMT,How many people are in line?,There are people waiting in line,"image, line, count, people, queue",$0.05 ,Wed Aug 02 21:23:25 PDT 2017,1,BatchId:2894164;OriginalHitTemplateId:920937333;,1800,172800,Wed Aug 09 21:23:25 PDT 2017,,,3A1PQ49WVHH1Q85NNB2FES4QSPCH1Z,A2ZUKYMM3YV6JN,Submitted,Wed Aug 02 21:32:39 PDT 2017,Wed Aug 02 21:32:51 PDT 2017,Fri Aug 04 21:32:51 PDT 2017,,,,12,0% (0/0),0% (0/0),0% (0/0),https://s3.amazonaws.com/dev.counting-company.com/shakeshack/shakeshack-1500934342.jpg,9,,
38G0E1M85L4JUNTB4MO1FC4CABXVUO,3GWVV0PYXYH1GQ2VP9RZUNT7XANZMT,How many people are in line?,There are people waiting in line,"image, line, count, people, queue",$0.05 ,Wed Aug 02 21:23:27 PDT 2017,1,BatchId:2894164;OriginalHitTemplateId:920937333;,1800,172800,Wed Aug 09 21:23:27 PDT 2017,,,36DSNE9QZ5YID67EHD3B21XDYSRJOU,AVKBOD59XEMXW,Submitted,Wed Aug 02 21:42:34 PDT 2017,Wed Aug 02 21:42:42 PDT 2017,Fri Aug 04 21:42:42 PDT 2017,,,,8,0% (0/0),0% (0/0),0% (0/0),https://s3.amazonaws.com/dev.counting-company.com/shakeshack/shakeshack-1500933439.jpg,9,,
3QGHA0EA0IZHDDKAU5C2WOV2SZSBWX,3GWVV0PYXYH1GQ2VP9RZUNT7XANZMT,How many people are in line?,There are people waiting in line,"image, line, count, people, queue",$0.05 ,Wed Aug 02 21:23:28 PDT 2017,1,BatchId:2894164;OriginalHitTemplateId:920937333;,1800,172800,Wed Aug 09 21:23:28 PDT 2017,,,337RC3OW052JYG4BLA12D84DYASLVZ,A2MCG5W6LHSRG9,Submitted,Wed Aug 02 21:31:45 PDT 2017,Wed Aug 02 21:32:31 PDT 2017,Fri Aug 04 21:32:31 PDT 2017,,,,46,0% (0/0),0% (0/0),0% (0/0),https://s3.amazonaws.com/dev.counting-company.com/shakeshack/shakeshack-1501009548.jpg,9,,
3UEBBGULPENUYQ7L47JXXQ1QMH9FUK,3GWVV0PYXYH1GQ2VP9RZUNT7XANZMT,How many people are in line?,There are people waiting in line,"image, line, count, people, queue",$0.05 ,Wed Aug 02 21:23:12 PDT 2017,1,BatchId:2894164;OriginalHitTemplateId:920937333;,1800,172800,Wed Aug 09 21:23:12 PDT 2017,,,31UV0MXWNQC0ALHQUGMCHUIM4IXI5C,A2UTHXLZL8TNBK,Submitted,Wed Aug 02 21:43:14 PDT 2017,Wed Aug 02 21:51:07 PDT 2017,Fri Aug 04 21:51:07 PDT 2017,,,,473,0% (0/0),0% (0/0),0% (0/0),https://s3.amazonaws.com/dev.counting-company.com/shakeshack/shakeshack-1500838718.jpg,9,,
3TZ0XG8CBTJNZJ9VYII0R2XQMSM895,3GWVV0PYXYH1GQ2VP9RZUNT7XANZMT,How many people are in line?,There are people waiting in line,"image, line, count, people, queue",$0.05 ,Wed Aug 02 21:23:12 PDT 2017,1,BatchId:2894164;OriginalHitTemplateId:920937333;,1800,172800,Wed Aug 09 21:23:12 PDT 2017,,,3ON104KXQKW0FXXV5S7HDTLGJXYW4Q,A10NF5TK6IFNX6,Submitted,Wed Aug 02 21:30:31 PDT 2017,Wed Aug 02 21:30:43 PDT 2017,Fri Aug 04 21:30:43 PDT 2017,,,,12,0% (0/0),0% (0/0),0% (0/0),https://s3.amazonaws.com/dev.counting-company.com/shakeshack/shakeshack-1501276928.jpg,9,,
32LAQ1JNT8O4HVPMZROMEUGRDQHTU6,3GWVV0PYXYH1GQ2VP9RZUNT7XANZMT,How many people are in line?,There are people waiting in line,"image, line, count, people, queue",$0.05 ,Wed Aug 02 21:23:30 PDT 2017,1,BatchId:2894164;OriginalHitTemplateId:920937333;,1800,172800,Wed Aug 09 21:23:30 PDT 2017,,,36ZN444YTRYMIVN8ZVIBQ0IDLE4OIR,AJFS39RTZY3LC,Submitted,Wed Aug 02 21:59:04 PDT 2017,Wed Aug 02 21:59:29 PDT 2017,Fri Aug 04 21:59:29 PDT 2017,,,,25,0% (0/0),0% (0/0),0% (0/0),https://s3.amazonaws.com/dev.counting-company.com/shakeshack/shakeshack-1500937349.jpg,9,,
3IVEC1GSLOYUUV2JL90Y1MOL4RSJ1R,3GWVV0PYXYH1GQ2VP9RZUNT7XANZMT,How many people are in line?,There are people waiting in line,"image, line, count, people, queue",$0.05 ,Wed Aug 02 21:23:16 PDT 2017,1,BatchId:2894164;OriginalHitTemplateId:920937333;,1800,172800,Wed Aug 09 21:23:16 PDT 2017,,,3STRJBFXOWRT1II4VFPMXQ3DCQ9TKS,ATUR98N8W23Q3,Submitted,Wed Aug 02 21:54:57 PDT 2017,Wed Aug 02 21:58:50 PDT 2017,Fri Aug 04 21:58:50 PDT 2017,,,,233,0% (0/0),0% (0/0),0% (0/0),https://s3.amazonaws.com/dev.counting-company.com/shakeshack/shakeshack-1501717759.jpg,9,,
3ZXNP4Z39QKE075LDATKIBSQB2XL7S,3GWVV0PYXYH1GQ2VP9RZUNT7XANZMT,How many people are in line?,There are people waiting in line,"image, line, count, people, queue",$0.05 ,Wed Aug 02 21:23:16 PDT 2017,1,BatchId:2894164;OriginalHitTemplateId:920937333;,1800,172800,Wed Aug 09 21:23:16 PDT 2017,,,3ERET4BTVM9AH39QX9K56Q21II49K4,A224TK7J4KA1LV,Submitted,Wed Aug 02 21:32:34 PDT 2017,Wed Aug 02 21:32:41 PDT 2017,Fri Aug 04 21:32:41 PDT 2017,,,,7,0% (0/0),0% (0/0),0% (0/0),https://s3.amazonaws.com/dev.counting-company.com/shakeshack/shakeshack-1501530708.jpg,9,,
3R5OYNIC2B8RPQHQI5PS4OTS59PPT6,3GWVV0PYXYH1GQ2VP9RZUNT7XANZMT,How many people are in line?,There are people waiting in line,"image, line, count, people, queue",$0.05 ,Wed Aug 02 21:23:40 PDT 2017,1,BatchId:2894164;OriginalHitTemplateId:920937333;,1800,172800,Wed Aug 09 21:23:40 PDT 2017,,,304SM51WA34RTF1V0273OIO1NDMBS1,A224TK7J4KA1LV,Submitted,Wed Aug 02 21:49:14 PDT 2017,Wed Aug 02 21:49:25 PDT 2017,Fri Aug 04 21:49:25 PDT 2017,,,,11,0% (0/0),0% (0/0),0% (0/0),https://s3.amazonaws.com/dev.counting-company.com/shakeshack/shakeshack-1501705431.jpg,9,,
324N5FAHSWA5RROZA8KZ9PVE8KYVKQ,3GWVV0PYXYH1GQ2VP9RZUNT7XANZMT,How many people are in line?,There are people waiting in line,"image, line, count, people, queue",$0.05 ,Wed Aug 02 21:23:02 PDT 2017,1,BatchId:2894164;OriginalHitTemplateId:920937333;,1800,172800,Wed Aug 09 21:23:02 PDT 2017,,,3IXEICO792JM23XFTBVLN7YVBVPT6N,A3QMAS3KVQTPW0,Submitted,Wed Aug 02 21:54:03 PDT 2017,Wed Aug 02 22:01:34 PDT 2017,Fri Aug 04 22:01:34 PDT 2017,,,,451,0% (0/1),0% (0/1),0% (0/1),https://s3.amazonaws.com/dev.counting-company.com/shakeshack/shakeshack-1501713849.jpg,10,,
3A9LA2FRWRD6TQSM42IKKIC7WE3HXC,3GWVV0PYXYH1GQ2VP9RZUNT7XANZMT,How many people are in line?,There are people waiting in line,"image, line, count, people, queue",$0.05 ,Wed Aug 02 21:23:03 PDT 2017,1,BatchId:2894164;OriginalHitTemplateId:920937333;,1800,172800,Wed Aug 09 21:23:03 PDT 2017,,,3I7DHKZYGN0G0UF0T8GREX5UOQ55F8,AVKBOD59XEMXW,Submitted,Wed Aug 02 21:39:05 PDT 2017,Wed Aug 02 21:39:15 PDT 2017,Fri Aug 04 21:39:15 PDT 2017,,,,10,0% (0/0),0% (0/0),0% (0/0),https://s3.amazonaws.com/dev.counting-company.com/shakeshack/shakeshack-1500940359.jpg,10,,
375VSR8FVV88NF641PIZV7UORNZRZG,3GWVV0PYXYH1GQ2VP9RZUNT7XANZMT,How many people are in line?,There are people waiting in line,"image, line, count, people, queue",$0.05 ,Wed Aug 02 21:23:34 PDT 2017,1,BatchId:2894164;OriginalHitTemplateId:920937333;,1800,172800,Wed Aug 09 21:23:34 PDT 2017,,,3OVHNO1VE61H9OLT9QSHF194DCXDZC,A1DJNUJZN8FE7N,Submitted,Wed Aug 02 21:39:53 PDT 2017,Wed Aug 02 21:40:36 PDT 2017,Fri Aug 04 21:40:36 PDT 2017,,,,43,0% (0/0),0% (0/0),0% (0/0),https://s3.amazonaws.com/dev.counting-company.com/shakeshack/shakeshack-1501702724.jpg,10,,
3PA41K45VM34RSKJ52MRZS1AGCY7PC,3GWVV0PYXYH1GQ2VP9RZUNT7XANZMT,How many people are in line?,There are people waiting in line,"image, line, count, people, queue",$0.05 ,Wed Aug 02 21:23:05 PDT 2017,1,BatchId:2894164;OriginalHitTemplateId:920937333;,1800,172800,Wed Aug 09 21:23:05 PDT 2017,,,33CID57104TZM72S10VWUDCU7QZL32,A224TK7J4KA1LV,Submitted,Wed Aug 02 21:35:30 PDT 2017,Wed Aug 02 21:35:46 PDT 2017,Fri Aug 04 21:35:46 PDT 2017,,,,16,0% (0/0),0% (0/0),0% (0/0),https://s3.amazonaws.com/dev.counting-company.com/shakeshack/shakeshack-1501184295.jpg,10,,
3X4Q1O9UBGLM6S8IQ29CASWK672O7C,3GWVV0PYXYH1GQ2VP9RZUNT7XANZMT,How many people are in line?,There are people waiting in line,"image, line, count, people, queue",$0.05 ,Wed Aug 02 21:23:21 PDT 2017,1,BatchId:2894164;OriginalHitTemplateId:920937333;,1800,172800,Wed Aug 09 21:23:21 PDT 2017,,,3QUO65DNQUORRMI8TC7P936OF8OUO0,AJFS39RTZY3LC,Submitted,Wed Aug 02 21:35:29 PDT 2017,Wed Aug 02 21:36:07 PDT 2017,Fri Aug 04 21:36:07 PDT 2017,,,,38,0% (0/0),0% (0/0),0% (0/0),https://s3.amazonaws.com/dev.counting-company.com/shakeshack/shakeshack-1501190614.jpg,10,,
378G7J1SJKXFKGWU4WESXW1NVW5WEI,3GWVV0PYXYH1GQ2VP9RZUNT7XANZMT,How many people are in line?,There are people waiting in line,"image, line, count, people, queue",$0.05 ,Wed Aug 02 21:23:35 PDT 2017,1,BatchId:2894164;OriginalHitTemplateId:920937333;,1800,172800,Wed Aug 09 21:23:35 PDT 2017,,,36PW28KO4ZWL0MRLTTN24Q0G44TAE5,A3QMAS3KVQTPW0,Submitted,Wed Aug 02 22:00:24 PDT 2017,Wed Aug 02 22:04:32 PDT 2017,Fri Aug 04 22:04:32 PDT 2017,,,,248,0% (0/1),0% (0/1),0% (0/1),https://s3.amazonaws.com/dev.counting-company.com/shakeshack/shakeshack-1501633564.jpg,10,,
341H3G5YFZDKNLM57CZKBBT1IXZ0ZQ,3GWVV0PYXYH1GQ2VP9RZUNT7XANZMT,How many people are in line?,There are people waiting in line,"image, line, count, people, queue",$0.05 ,Wed Aug 02 21:23:08 PDT 2017,1,BatchId:2894164;OriginalHitTemplateId:920937333;,1800,172800,Wed Aug 09 21:23:08 PDT 2017,,,3HUTX6F6VUNI7A96ASXJ3KBWWH42OP,A34HSCZ1PZCDY0,Submitted,Wed Aug 02 21:28:19 PDT 2017,Wed Aug 02 21:28:30 PDT 2017,Fri Aug 04 21:28:30 PDT 2017,,,,11,0% (0/0),0% (0/0),0% (0/0),https://s3.amazonaws.com/dev.counting-company.com/shakeshack/shakeshack-1501452231.jpg,10,,
3CRWSLD91J35RVF5U8B1TATA1WXMOL,3GWVV0PYXYH1GQ2VP9RZUNT7XANZMT,How many people are in line?,There are people waiting in line,"image, line, count, people, queue",$0.05 ,Wed Aug 02 21:23:36 PDT 2017,1,BatchId:2894164;OriginalHitTemplateId:920937333;,1800,172800,Wed Aug 09 21:23:36 PDT 2017,,,34J10VATJFYP370OE8AFF5DD0FLIQS,A224TK7J4KA1LV,Submitted,Wed Aug 02 21:47:24 PDT 2017,Wed Aug 02 21:47:30 PDT 2017,Fri Aug 04 21:47:30 PDT 2017,,,,6,0% (0/0),0% (0/0),0% (0/0),https://s3.amazonaws.com/dev.counting-company.com/shakeshack/shakeshack-1501105499.jpg,10,,
379OL9DBSRD2EP0DBMGUQFLSF7OY98,3GWVV0PYXYH1GQ2VP9RZUNT7XANZMT,How many people are in line?,There are people waiting in line,"image, line, count, people, queue",$0.05 ,Wed Aug 02 21:23:07 PDT 2017,1,BatchId:2894164;OriginalHitTemplateId:920937333;,1800,172800,Wed Aug 09 21:23:07 PDT 2017,,,39GHHAVOMFRE9DXWYTO2O3R8H1QJ4J,A2ZUKYMM3YV6JN,Submitted,Wed Aug 02 21:32:08 PDT 2017,Wed Aug 02 21:32:23 PDT 2017,Fri Aug 04 21:32:23 PDT 2017,,,,15,0% (0/0),0% (0/0),0% (0/0),https://s3.amazonaws.com/dev.counting-company.com/shakeshack/shakeshack-1501191518.jpg,10,,
3JYPJ2TAYH7H6LZPNLK3NKERE0HFPO,3GWVV0PYXYH1GQ2VP9RZUNT7XANZMT,How many people are in line?,There are people waiting in line,"image, line, count, people, queue",$0.05 ,Wed Aug 02 21:23:11 PDT 2017,1,BatchId:2894164;OriginalHitTemplateId:920937333;,1800,172800,Wed Aug 09 21:23:11 PDT 2017,,,3KJYX6QCM9BD3QGBIPPPXTRLULMVJ6,A2ZUKYMM3YV6JN,Submitted,Wed Aug 02 21:29:43 PDT 2017,Wed Aug 02 21:29:53 PDT 2017,Fri Aug 04 21:29:53 PDT 2017,,,,10,0% (0/0),0% (0/0),0% (0/0),https://s3.amazonaws.com/dev.counting-company.com/shakeshack/shakeshack-1501007443.jpg,10,,
30Y6N4AHYOV5KE1897T24FBL35PRDH,3GWVV0PYXYH1GQ2VP9RZUNT7XANZMT,How many people are in line?,There are people waiting in line,"image, line, count, people, queue",$0.05 ,Wed Aug 02 21:23:27 PDT 2017,1,BatchId:2894164;OriginalHitTemplateId:920937333;,1800,172800,Wed Aug 09 21:23:27 PDT 2017,,,3VHHR074H3HHNQ3F3CYM7UOACTNL7B,A3QZMGTVA4VO44,Submitted,Wed Aug 02 21:54:13 PDT 2017,Wed Aug 02 21:54:32 PDT 2017,Fri Aug 04 21:54:32 PDT 2017,,,,19,0% (0/0),0% (0/0),0% (0/0),https://s3.amazonaws.com/dev.counting-company.com/shakeshack/shakeshack-1501600783.jpg,10,,
3G4VVJO6PYFSM7R3OWB03X6WMWYPK0,3GWVV0PYXYH1GQ2VP9RZUNT7XANZMT,How many people are in line?,There are people waiting in line,"image, line, count, people, queue",$0.05 ,Wed Aug 02 21:23:37 PDT 2017,1,BatchId:2894164;OriginalHitTemplateId:920937333;,1800,172800,Wed Aug 09 21:23:37 PDT 2017,,,31Z0PCVWUKF563BKCL0DTLYR658T7J,A8F6JFG0WSELT,Submitted,Wed Aug 02 21:44:51 PDT 2017,Wed Aug 02 22:03:17 PDT 2017,Fri Aug 04 22:03:17 PDT 2017,,,,1106,0% (0/0),0% (0/0),0% (0/0),https://s3.amazonaws.com/dev.counting-company.com/shakeshack/shakeshack-1501012856.jpg,10,,
3FDWKV9VCM1040Z2QUNASGLZJILMUY,3GWVV0PYXYH1GQ2VP9RZUNT7XANZMT,How many people are in line?,There are people waiting in line,"image, line, count, people, queue",$0.05 ,Wed Aug 02 21:23:37 PDT 2017,1,BatchId:2894164;OriginalHitTemplateId:920937333;,1800,172800,Wed Aug 09 21:23:37 PDT 2017,,,3VP0C6EFSGWIP87VKEU91T33HNT6MZ,AJFS39RTZY3LC,Submitted,Wed Aug 02 21:48:46 PDT 2017,Wed Aug 02 21:48:59 PDT 2017,Fri Aug 04 21:48:59 PDT 2017,,,,13,0% (0/0),0% (0/0),0% (0/0),https://s3.amazonaws.com/dev.counting-company.com/shakeshack/shakeshack-1501526799.jpg,10,,
3HYV4299HZV4UF0C6TYMJGY1DP28EF,3GWVV0PYXYH1GQ2VP9RZUNT7XANZMT,How many people are in line?,There are people waiting in line,"image, line, count, people, queue",$0.05 ,Wed Aug 02 21:23:13 PDT 2017,1,BatchId:2894164;OriginalHitTemplateId:920937333;,1800,172800,Wed Aug 09 21:23:13 PDT 2017,,,3F6HPJW4JD0QCJI81EOTKEOIZJ42W2,AJFS39RTZY3LC,Submitted,Wed Aug 02 21:37:17 PDT 2017,Wed Aug 02 21:37:48 PDT 2017,Fri Aug 04 21:37:48 PDT 2017,,,,31,0% (0/0),0% (0/0),0% (0/0),https://s3.amazonaws.com/dev.counting-company.com/shakeshack/shakeshack-1501258587.jpg,10,,
